answer,subject,choice_3,choice_2,choice_1,choice_0,question
3,moral_disputes,اس قسم کے حق کے لیے ایک معاہدے یا معاہدے کی ضرورت ہوگی، اور امیروں نے غریبوں کے ساتھ کوئی معاہدہ یا معاہدہ نہیں کیا ہے۔,غریبوں کی مدد کرنے کے نتائج ان کی مدد نہ کرنے کے نتائج سے بدتر ہوں گے۔,امداد کا حق ایک منفی حق ہے۔,لوگوں کو کبھی بھی کسی کی مدد کا حق نہیں ہو سکتا۔,آرتھر یہ کیوں نہیں سوچتا کہ غریبوں کو امیروں سے امداد لینے کا حق حاصل ہونے کی بنیادی وجہ کیا ہے؟
0,moral_disputes,مندرجہ بالا میں سے کوئی نہیں,والدین کے برے مقاصد ہوتے ہیں۔,ہم یہ نہیں بتا سکتے کہ والدین کے مقاصد کیا ہیں۔,والدین کے اچھے مقاصد ہوتے ہیں۔,پینس کے خیال میں جو لوگ SCNT پر اعتراض کرتے ہیں جب وہ کہتے ہیں کہ SCNT بچے کے لیے بہترین نہیں ہے تو وہ کیا قیاس کرتے ہیں؟
2,moral_disputes,ایک انسان دوست.,ایک برقرار رکھنے والا.,ایک خاتمہ پسند.,ایک تقسیم کار,وان ڈین ہاگ ہے۔
0,moral_disputes,پاپاڈاکی دراصل کانٹ کے قول سے متفق ہیں۔,جنسی اعتراض دراصل انسانیت کو بڑھاتا ہے۔,کانٹ کا انسانیت کے لحاظ سے جنسی اعتراض کے غلط کے بارے میں سوچنا غلط ہے۔,یہ واضح نہیں ہے کہ جنسی استعمال انسانیت کو کس طرح قربان کرتا ہے۔,جنسی اعتراض کے بارے میں کانٹ کے نظریہ کے خلاف پاپاڈاکی دلیل دیتے ہیں۔
3,moral_disputes,اگرچہ آپ کو چاہیے کہ وائلن بجانے والے کو اس گھنٹے کے لیے اپنے گردے استعمال کرنے دیں، ہمیں یہ نتیجہ نہیں نکالنا چاہیے کہ اسے اس گھنٹے کے لیے آپ کے گردے استعمال کرنے کا حق ہے۔,کیونکہ آپ کو چاہیے کہ وائلن بجانے والے کو اس گھنٹے کے لیے اپنے گردے استعمال کرنے دیں، ہمیں یہ نتیجہ اخذ کرنا چاہیے کہ اسے اس گھنٹے کے لیے آپ کے گردے استعمال کرنے کا حق ہے۔,وائلن بجانے والے کی ذمہ داری ہے کہ وہ اس گھڑی کے ختم ہونے سے پہلے خود کو منقطع کر لے۔,آپ کی کوئی ذمہ داری نہیں ہے کہ وائلن بجانے والے کو اس گھنٹے کے لیے آپ کے گردے استعمال کرنے دیں۔,تھامسن وائلنسٹ کیس کے ایک مختلف ورژن پر بحث کرتا ہے جس میں وائلن بجانے والے کو زندہ رہنے کے لیے صرف ایک گھنٹے کے لیے آپ کے گردے استعمال کرنے کی ضرورت ہوتی ہے۔ اس کیس کے بارے میں ان کا اپنا نقطہ نظر یہ ہے۔
1,moral_disputes,ویل مین گروپ کی رکنیت کے ایک مضحکہ خیز نظریہ پر کاربند ہے۔,علاقائی حقوق صرف افراد کے ہیں۔,رکنیت کے قواعد اور جسمانی علاقے میں آبادکاری کے قوانین میں فرق ہے۔,سینٹرل پارک ریاست کے طور پر اہل ہے۔,فائن ہم سے یوگا گروپ کی مثال پر غور کرنے کو کہتا ہے جو سینٹرل پارک میں مشق کرتا ہے اور ممکنہ اراکین کو مسترد کرنے کے لیے آزاد ہے لیکن دوسروں کو سینٹرل پارک کے استعمال سے باہر کرنے کے لیے آزاد نہیں ہے۔ اس مثال کا مقصد یہ ظاہر کرنا ہے۔
0,moral_disputes,مندرجہ بالا میں سے کوئی نہیں.,تمام انسانی اموات میں سے نصف کے قریب۔,تمام انسانی اموات کا تقریباً ایک تہائی۔,تمام انسانی اموات کا ایک چوتھائی حصہ۔,Pogge کے مطابق، غربت سے متعلق وجوہات سے سالانہ اموات کی تعداد ہے،
2,moral_disputes,82 فیصد,68 فیصد,52 فیصد,50 فیصد سے کم,کیپیٹل کیسز کا مجموعی فیصد کتنا ہے جو سنگین غلطیوں کی وجہ سے الٹ دیا گیا ہے؟
2,moral_disputes,اوپر کا سارا۔,جنسی اعتراض کے لیے ضروری نہیں۔,جنسی اعتراض کے لیے ضروری ہے۔,جنسی اعتراض کے لیے کافی ہے۔,Nussbaum کے مطابق، کسی کو شے سمجھنا ہے۔
1,moral_disputes,بالغوں کے درمیان غیر معمولی طور پر مشق کیا جاتا ہے.,جان بوجھ کر غیر تخلیقی.,غیر متفقہ,جان بوجھ کر پرو تخلیقی.,"Corvino کے Aquinas کے پڑھنے میں، ""غیر فطری"" جنسی عمل وہ ہیں جو کہ ہیں۔"
2,moral_disputes,مندرجہ بالا میں سے کوئی نہیں,قتل بذات خود اخلاقی طور پر مرنے سے بدتر نہیں ہے۔,اپنے آپ کو مرنے دینا اخلاقی طور پر قتل سے بھی بدتر ہے۔,قتل بذات خود اخلاقی طور پر مرنے سے بھی بدتر ہے۔,یہ دکھانے کے لیے ریچلز نے سمتھ اور جونز کے کیسز کا موازنہ کیا۔
2,moral_disputes,براہ راست اخلاقی حیثیت کے بنیادی علمبردار اپنی عملی سالمیت کی وجہ سے ماحولیاتی نظام ہیں۔,تمام جاندار، کیونکہ وہ زندہ ہیں، براہ راست اخلاقی حیثیت کے مالک ہیں۔,تمام اور صرف جذباتی مخلوق براہ راست اخلاقی حیثیت رکھتی ہے۔,واحد مخلوق جو براہ راست اخلاقی حیثیت رکھتی ہے وہ انسان ہیں۔,Biocentrism نظریہ ہے کہ
3,moral_disputes,اوپر کا سارا,یہ ایک مضبوط غیر جانبدارانہ اخلاقی نظریہ ہے۔,اس میں ایجنٹ کے لیے کھلے متبادل اقدامات کا خیال شامل ہے۔,یہ ایک قدر پر مبنی نظریہ ہے۔,مندرجہ ذیل میں سے کون سی نتیجہ خیز اخلاقی تھیوری کی ایک خصوصیت ہے؟
0,moral_disputes,مندرجہ بالا میں سے کوئی نہیں.,وہ دراصل جنسی تعلقات کے لیے مجبور ہیں۔,ان پر ان کے شراکت داروں کا غلبہ ہے کیونکہ وہ اپنی مرضی کے مطابق کرنے کے لیے آزاد نہیں ہیں۔,انہوں نے ہر وہ قدم اٹھانے سے غفلت برتی ہے جو ان کی خود کفالت کا باعث بنتے ہیں۔,مغرب کے حساب سے، وہ خواتین جو اپنے ساتھی پر حقیقی یا محسوس ہونے کی وجہ سے ناپسندیدہ جنسی تعلقات میں مشغول ہوتی ہیں، ان کی خودمختاری کے احساس کو نقصان پہنچ سکتا ہے کیونکہ
1,moral_disputes,انسانی حقوق کے فرائض (مثلاً انسانی حقوق کی منظم خلاف ورزیوں کو روکنا),اصلاح اور ازالہ کے فرائض (مثلاً مظلوموں کا ازالہ),کاسموپولیٹن مساواتی فرائض (مثلاً، اس بات کو یقینی بنانا کہ سب کے پاس یکساں دولت ہو),منصفانہ لین دین کے فرائض (مثال کے طور پر، غیر استحصال),مندرجہ ذیل میں سے کس کا تذکرہ میسیڈو نے ایک فرض کے طور پر نہیں کیا ہے جو معاشروں کو غیر ممبروں کے لیے ہوتا ہے؟
2,moral_disputes,مندرجہ بالا میں سے کوئی نہیں,اس کی اپنی خوشی,نیک ہونا,اپنا فرض ادا کرنا۔,مل کا خیال ہے کہ ہر شخص کی خواہش ہوتی ہے۔
0,moral_disputes,اقتصادی طور پر حوصلہ افزائی.,علاقائی,جارحانہ,دفاعی,والز کے مطابق، سیاسی تشدد کا ایک جواز عام طور پر ہوتا ہے۔
1,moral_disputes,اوپر کا سارا,کسی فرد اور گروہ کی انجمن کی آزادی میں کوئی فرق نہیں ہے۔,گروپوں کے اعمال اس گروپ سے باہر کے اراکین کو متاثر کر سکتے ہیں۔,پرائیویٹ کلب بجا طور پر باہر کے لوگوں کو خارج کر سکتے ہیں۔,"فائن ہم سے ایک مثال پر غور کرنے کو کہتا ہے جس میں ایک پرائیویٹ کلب ""باقاعدگی سے رات گئے شور مچانے والے اجتماعات کا اہتمام کرتا ہے"" یہ ظاہر کرنے کے لیے"
0,moral_disputes,یہ صرف منشیات کی ممانعت کا جواز پیش کرے گا اگر منشیات کے استعمال سے دیگر ممنوعہ سرگرمیوں کے مقابلے اس قسم کے نقصانات کا زیادہ امکان ہو۔,یہ صرف منشیات کی ممانعت کا جواز پیش کرے گا اگر منشیات کے استعمال سے ان نقصانات کا بہت زیادہ امکان ہو۔,یہ منشیات کی ممانعت کا جواز پیش کرے گا۔,یہ اب بھی منشیات کی ممانعت کا جواز نہیں بنائے گا۔,ہیومر کے مطابق، یہاں تک کہ اگر منشیات کا استعمال کسی شخص کے دوستوں، خاندانوں اور دیگر تعلقات کو نقصان پہنچاتا ہے،
1,moral_disputes,مندرجہ بالا میں سے کوئی نہیں,ایک معاہدہ جس پر زیادہ تر متاثرہ فریقوں نے دستخط کیے ہیں۔,کسی قسم کا ایک حقیقی یا فرضی سماجی معاہدہ۔,ایک سماجی رہنما کی اخلاقی بحث۔,اخلاقیات کے سماجی معاہدے کے نظریات کا بنیادی خیال یہ ہے کہ صحیح یا جائز اخلاقی اصول یا اصول وہی ہیں جو اس کے نتیجے میں ہوتے ہیں۔
1,moral_disputes,یہ اخلاقی طور پر غیر اہم ہے.,جس کا جواب مبہم یا قطعی طور پر نہیں دیا جا سکتا۔,جس کا ہمیں قطعی جواب دینے کی ضرورت نہیں ہے۔,جس کا ہمیں قطعی جواب دینے کی ضرورت ہے۔,سنگر کے خیال میں، سوال یہ ہے کہ کسی جانور کو بغیر درد کے مارنا کب غلط ہے۔
0,moral_disputes,جب پدرانہ طرز عمل واقعی متاثر ہونے والوں کے بہترین مفاد میں ہوں تو پدر پرستی ہمیشہ جائز ہوتی ہے۔,منشیات کی ممانعت بالغوں کو نشانہ بنایا جائے گا، اور کوئی صرف بچوں کے ساتھ پدرانہ سلوک کر سکتا ہے۔,منشیات کی ممانعت پدرانہ ہوگی، لیکن اس کے نتائج اتنے اچھے ہوں گے کہ پدر پرستی کے بارے میں غور و فکر سے کہیں زیادہ۔,منشیات کی ممانعت دوسروں کے فائدے کے لیے کی جائے گی، ان لوگوں کے فائدے کے لیے نہیں جو منشیات تیار کرنا/فروخت کرنا چاہتے ہیں، اس لیے یہ قابل اعتراض معنی میں پدرانہ نہیں ہے۔,مندرجہ ذیل میں سے کون ڈی مارنیف کے اس اعتراض کے جواب میں ہے کہ منشیات کی ممانعت پدرانہ ہوگی؟
1,moral_disputes,اوپر کا سارا۔,طلباء کی حوصلہ افزائی کریں گے کہ وہ کسی شخص کی تاریخ کے مثبت پہلوؤں کو نظر انداز کریں۔,صرف کالج اور یونیورسٹیوں میں فکری یکسانیت کو فروغ دینے کے لیے کام کرے گا۔,ذہنی فلٹرنگ کی ایک مثال ہے۔,Lukianoff اور Haidt کا استدلال ہے کہ بعض مقررین کو منحرف کرنا
0,moral_disputes,سنگر کے دلائل کی روشنی میں اپنی بہت سی دولت کو ترک کرنا پڑتا ہے۔,تنازعات کے اخلاقی نظریات کو ہم آہنگ کرنا۔,فوری نقصان سے نمٹنے اور ساختی ناانصافی سے نمٹنے کے درمیان انتخاب کرنا ہوگا۔,عالمی غربت کا سراسر دائرہ کار۔,ایشفورڈ کے مضمون کا مقصد ایک خاص فالج کے چہرے پر توجہ دینا ہے۔
3,moral_disputes,اوپر کا سارا,کہ امیر ممالک غریب ممالک کے ساتھ غیر منصفانہ تجارتی معاہدوں کو محفوظ بنانے کے لیے اپنے سیاسی اور اقتصادی فوائد پر زور دیتے ہیں۔,نو لبرل اقتصادی پالیسیوں کے نفاذ نے دنیا کے غریبوں کے معاشی اور سماجی حقوق پر ملے جلے اور بدتر منفی اثرات مرتب کیے ہیں۔,امیر ممالک سے ٹیکس کی پناہ گاہوں میں غیر قانونی نقد بہاؤ دنیا کے غریبوں کی امداد سے زیادہ ہے۔,اپنے مقالے کی حمایت میں کہ عالمی سماجی ادارے دنیا کے غریبوں کے حقوق کی خلاف ورزی کرتے ہیں، ایشفورڈ نے دلیل دی کہ
3,moral_disputes,جنسی اعتراض میں کسی شخص کی انسانیت کا انکار شامل ہے۔,جنسی اعتراض کنٹین کے لحاظ سے قابل وضاحت نہیں ہے۔,جنسی اعتراض میں کسی شخص کا کسی شے میں مکمل کمی شامل ہے۔,جنسی اعتراض ہمیشہ غلط نہیں ہوتا۔,پاپاڈاکی دلیل دیتے ہیں۔
2,moral_disputes,قدرتی دلائل اور معاشی دلائل۔,غیر فطری دلائل اور نقصان کے دلائل۔,حکم الٰہی سے دلائل اور دلائل کو نقصان پہنچانا۔,فطری دلائل اور وفاداری سے دلائل۔,ہم جنس پرستی کے خلاف دو قسم کے دلائل جن کا Corvino جواب دیتا ہے۔
3,moral_disputes,اخلاقی عصبیت,صرف جنگ کا نظریہ۔,جنگ مخالف امن پسندی,بس ایڈ بیلم.,یہ نظریہ کہ اخلاقی تحفظات جنگ پر لاگو نہیں ہوتے
2,moral_disputes,یہ خیال کہ ہر فرد کے لیے اپنی آلودگی کو محدود کرنا عقلی نہیں ہے۔,افراد اور ایجنٹوں کی بڑی تعداد جو موسمیاتی تبدیلی میں حصہ ڈالتے ہیں۔,نسلوں میں گرین ہاؤس گیسوں کے اخراج کے اثرات کا ٹکڑا,ایک ایجنٹ کی آب و ہوا کی تبدیلی میں اس کے تعاون کو تسلیم کرنے میں ناکامی۔,"گارڈنر کے مضمون کے تناظر میں، ""ایجنسی کے ٹکڑے"" سے مراد کیا ہے؟"
2,moral_disputes,وہ عالمگیر ہیں.,وہ انسانی حقوق کی خلاف ورزی نہ کرنے کے فرائض کو تسلیم کرتے ہیں، نافذ کرتے ہیں اور ان پر عمل درآمد کرتے ہیں۔,وہ دنیا میں مصائب کی مقدار کو کم کرتے ہیں۔,وہ انسانی صلاحیتوں کو بڑھانے میں مدد کرتے ہیں۔,ایشفورڈ کا خیال ہے کہ قانونی اور معاشی ڈھانچے کم سے کم ہیں یا نہیں اس کا صحیح امتحان صرف یہ دیکھنا ہے کہ آیا نہیں
0,moral_disputes,اسقاط حمل کی اخلاقی حیثیت کے بارے میں کوئی واضح جواب نہیں ہے۔,اسقاط حمل اخلاقی طور پر غلط ہے لیکن بعض انتہائی صورتوں میں جائز ہو سکتا ہے۔,اسقاط حمل اخلاقی طور پر بالکل غلط ہے۔,ہمیں کسی کی عملی شناخت میں بنیادی تبدیلیوں کو رد کرنے کے لیے ایک استحقاق کو قبول کرنا چاہیے۔,لٹل کا استدلال ہے کہ ہمیں حمل کو ختم کرنے کے لیے ماؤں کی طرف سے ایک استحقاق کو قبول کرنا چاہیے جب تک کہ جنین ایک شخص نہ ہو۔
3,moral_disputes,یوتھناسیا,خودکشی,اخلاقی قتل,قتل,باب 8 کے تعارف کے مطابق، مندرجہ ذیل میں سے کون سا ہے، جسے عام طور پر قتل کرنے یا کسی کو مرنے کی اجازت دینے کے عمل یا عمل کے طور پر بیان کیا گیا ہے؟
0,moral_disputes,تمام زندہ پرجاتیوں کا تحفظ۔,آلودگی کی کچھ زیادہ سے زیادہ حالت۔,مجموعی طور پر زیادہ سے زیادہ صاف ماحول۔,آلودگی کی کچھ بہترین حالت۔,بیکسٹر کے خیال میں، ہمارے ماحولیاتی مسائل کے حل کی طرف پہلا اور سب سے اہم قدم ایک واضح پہچان ہے کہ ہمارا مقصد خالص ہوا یا پانی نہیں ہے بلکہ
1,moral_disputes,اخلاقیات,کانٹین تھیوری۔,پہلی نظر ڈیوٹی کی اخلاقیات۔,نتیجہ خیزی,راس کی اخلاقی تھیوری کا ایک ورژن ہے۔
3,moral_disputes,صرف A اور B,باہمی بدتمیزی کی تقریر,انٹراڈویژنل بدانتظامی تقریر,بین الطبقاتی مسوگینسٹ تقریر,رچرڈسن-سیلف کے مطابق مندرجہ ذیل میں سے کون سی قسمیں غلط بیانی کی ہیں؟
1,moral_disputes,"دلیل دیتے ہیں کہ ""بائیوٹک گھڑی"" کے غیر اقتصادی حصوں کی بھی اقتصادی قدر ہوتی ہے۔",پودے سورج سے توانائی کیسے جذب کرتے ہیں اس کی تفصیلی وضاحت کریں۔,"ایک ایسے طریقہ کار کی وضاحت فراہم کریں جسے ""ہم دیکھ سکتے ہیں، محسوس کر سکتے ہیں، سمجھ سکتے ہیں، محبت کر سکتے ہیں، یا دوسری صورت میں اس پر یقین رکھتے ہیں۔""",دلیل ہے کہ فطرت فطری طور پر معیاری نہیں ہے۔,"لیوپولڈ غالباً ""زمین کے اہرام"" کو بیان کرتا ہے۔"
1,moral_disputes,مندرجہ بالا میں سے کوئی نہیں,ماحولیاتی نظام کی براہ راست اخلاقی حیثیت نہیں ہے لیکن کچھ افراد جو انہیں بناتے ہیں۔,ماحولیاتی نظام اور ان کو بنانے والے کچھ افراد کی براہ راست اخلاقی حیثیت ہے۔,صرف پورے ماحولیاتی نظام (ان افراد میں سے کوئی بھی نہیں جو ان ماحولیاتی نظاموں کو بناتے ہیں) براہ راست اخلاقی حیثیت رکھتے ہیں۔,Ecoholism نظریہ ہے کہ
1,moral_disputes,بس ایڈ بیلم.,اخلاقی عصبیت,جنگ مخالف امن پسندی,صرف جنگ کا نظریہ۔,وہ نظریہ جس کے مطابق جنگیں ہمیشہ (یا کم از کم تقریباً ہمیشہ) اخلاقی طور پر غلط ہوتی ہیں۔
3,moral_disputes,عقل کی پیروی کریں.,قبول کیا جانا چاہئے.,ثابت کریں کہ تشدد اخلاقی طور پر جائز نہیں ہے۔,انتقامی کارروائی کے حق سے مطابقت نہیں رکھتے۔,ریمن کے مطابق، سزائے موت کے حق میں وین ڈین ہاگ کے دلائل
3,moral_disputes,"ہم دونوں اپنی اخلاقی ذمہ داریوں کو صرف ذاتی ذمہ داریوں کے طور پر سوچتے ہیں، اور اس لیے سوچتے ہیں کہ ہم صرف ""عوام کے المیے"" کے حالات میں پالیسی کی وکالت کر سکتے ہیں۔",اس سے گرین ہاؤس گیسوں کے اخراج میں اضافہ ہوتا ہے اور ناقابل ری سائیکل اشیاء کی کھپت میں اضافہ ہوتا ہے۔,"وہ ہمیں ""عوام کے المیے"" کے حالات میں لے جاتے ہیں اور وہ ہمارے اندر افراد کے بارے میں جوہری نقطہ نظر پیدا کرتے ہیں۔",یہ انضمام اور انضمام کی ترقی کی ناکامیوں کی طرف جاتا ہے.,ہورڈیکوئن کے مطابق انفرادیت ہمیں کن دو مسائل کی طرف لے جاتی ہے؟
0,moral_disputes,مندرجہ بالا میں سے کوئی نہیں,ایسی کوئی سزا نہیں ہے جو قتل کے متناسب ہو۔,کچھ سزائیں موت سے بھی بدتر ہیں۔,ہم انسانی زندگی کے وقار کا احترام کرتے ہیں۔,ایک پیغام جو ناتھنسن کا استدلال ہے کہ ہم سزائے موت کو ختم کرکے بھیج سکتے ہیں۔
2,moral_disputes,آراء,سرگرمیاں,تعلقات,عقائد,ارسطو کا دعویٰ ہے کہ کردار کی کیفیت اسی طرح کی تکرار سے پیدا ہوتی ہے۔
1,moral_disputes,مندرجہ بالا میں سے کوئی بھی نہیں۔,یہ تسلیم کرنے کے مترادف ہے کہ ہم جنس پرستی غیر معمولی ہے۔,یہ فرض کرتا ہے کہ تمام فطری خواہشات اچھی ہیں۔,یہ اس امکان کو نظر انداز کرتا ہے کہ ہم جنس پرستی ایک طرز زندگی کا انتخاب ہے۔,"Corvino مندرجہ ذیل دلیل پر غور کرتا ہے: ہم جنس پرست ""اسی طرح پیدا ہوئے""؛ لہذا، ہم جنس پرست سرگرمی اچھی اور قدرتی ہے. Corvino کا دعویٰ ہے کہ یہ دلیل بے بنیاد ہے۔ کیوں؟"
0,moral_disputes,ایک عیسائی / مارکسی نقطہ نظر.,بنیادی ڈیوٹی اپروچ کی اخلاقیات۔,ایک فضیلت اخلاقی نقطہ نظر.,نتیجہ خیز نقطہ نظر۔,بھوک اور غربت کے اخلاقی مسائل پر ہارڈین کا نقطہ نظر بنیادی طور پر ہے۔
1,moral_disputes,قدرتی قانون کا نظریہ,کانتین اخلاقیات,نتیجہ خیز نظریہ,اخلاقیات,مندرجہ ذیل میں سے کون سا نظریہ اسقاط حمل کی اخلاقیات سے رجوع کرے گا اس بات پر غور کرتے ہوئے کہ اسقاط حمل کے ذریعے مجموعی طور پر اندرونی قدر کتنی ہو سکتی ہے؟
1,moral_disputes,مندرجہ بالا میں سے کوئی نہیں,صرف جائیداد کی تباہی سمیت۔,بشمول افراد کو جسمانی نقصان اور املاک کی تباہی۔,بشمول افراد کو صرف جسمانی نقصان۔,"دہشت گردی کی اپنی تعریف میں والز نے ""تشدد"" کی تعریف کی ہے۔"
3,moral_disputes,مندرجہ بالا میں سے کوئی نہیں,کسی کی صلاحیتوں کا علم، جیسے ذہانت، طاقت وغیرہ,کسی کی سماجی حیثیت کا علم,دوسروں کے مقابلے میں باصلاحیت ہونے کا علم,Rawls کی اصل پوزیشن کے اندر رہنے والوں کے لیے کیا معلومات دستیاب ہیں؟
1,moral_disputes,جو لوگ غیر قانونی منشیات کا استعمال شروع کرتے ہیں وہ عام طور پر اس وقت تک نہیں رکتے جب تک کہ وہ عادی نہ ہو جائیں۔,ایک فرد کا غیر قانونی منشیات کا استعمال وقت کے ساتھ ساتھ ناگزیر طور پر کم ہو جاتا ہے۔,غیر قانونی ادویات کا اعتدال پسند اور/یا کنٹرول شدہ استعمال معمول ہے۔,غیر قانونی ادویات کا زیادہ استعمال معمول ہے۔,شاپیرو کا دعویٰ ہے کہ سروے کی تصدیق طولانی مطالعات سے ہوئی ہے جو اس بات کی نشاندہی کرتے ہیں۔
2,moral_disputes,نہ A اور نہ B؛ ماحولیاتی اخلاقیات اس بات سے انکار کر سکتی ہے کہ براہ راست اخلاقی حیثیت کے ساتھ کوئی بھی غیر انسانی اور غیر شعوری مخلوق موجود ہے۔,A اور B دونوں,کم از کم کچھ بے ہوش مخلوق,کم از کم کچھ غیر انسانی,واقعی ایک ماحولیاتی اخلاقیات کو اس بات کا حامل ہونا چاہیے کہ درج ذیل میں سے کس کی براہ راست اخلاقی حیثیت ہے؟
2,moral_disputes,اس نظریے کو قبول کریں کہ غریبوں کے لیے ہمارے کوئی منفی فرائض نہیں ہیں۔,عالمی اقتصادی انصاف کے مسئلے کے لیے سماجی معاہدہ کا طریقہ اختیار کریں۔,قانونی طور پر امدادی اداروں کو ختم کیا جائے۔,دنیا کے غریبوں کو ان کی غیر منصفانہ حالت پر چھوڑ دو۔,ایشفورڈ کا استدلال ہے کہ انتہائی غربت میں مبتلا افراد میں امدادی ایجنسیوں پر انحصار پیدا کرنے کی فکر کا یہ مطلب نہیں کہ ہمیں
3,moral_disputes,مصائب کو کم کرنے کا اصول,ڈبل اثر کا اصول,بنیادی اصول,خوشی کو زیادہ سے زیادہ کرنے کا اصول,"سنگر کے مطابق، ""تمام جانور مساوی ہیں"" میں جو نتیجہ نکالا گیا ہے وہ صرف مندرجہ ذیل میں سے کس اصول سے نکلتا ہے؟"
2,moral_disputes,مندرجہ بالا میں سے کوئی نہیں,ایک ذریعہ کے طور پر مطلوبہ۔,نظریہ میں مطلوب.,ایک اصول کے طور پر مطلوبہ.,مل کا خیال ہے کہ اگر کوئی چیز مطلوب ہے، لیکن انجام کے طور پر مطلوبہ نہیں ہے، تو اسے ہونا چاہیے۔
3,moral_disputes,اوپر کا سارا,سرحدیں بند کرنے سے ممکنہ تارکین وطن کے لیے اہم اخراجات ہو سکتے ہیں۔,ممکنہ تارکین وطن کو کسی مختلف ریاست میں آباد ہونے سے روکنا ان کی فلاح و بہبود کے لیے نقصان دہ ہو سکتا ہے۔,جو لوگ کسی ریاست کو چھوڑنے کے لیے تیار (یا مجبور) ہوتے ہیں وہ اکثر دوسری ریاست میں رہنے میں کافی دلچسپی رکھتے ہیں۔,اس حقیقت سے کہ ہجرت کا تعلق اکثر اہم اخراجات سے ہوتا ہے، فائن نے یہ نتیجہ اخذ کیا ہے۔
0,moral_disputes,قانونی اخلاقیات کا اصول,قانونی paternalism کے اصول,جرم کے اصول,نقصان کے اصول,مل مندرجہ ذیل میں سے کس آزادی کو محدود کرنے والے اصولوں کا دفاع کرتا ہے؟
0,moral_disputes,اوپر کا سارا,عملداری,اخلاقی اجازت,اخلاقی حیثیت.,تعریف کے مطابق، اگر کسی شخص یا چیز کو اخلاقی فیصلہ سازی میں مدنظر رکھنے کی ضرورت ہے (یعنی، اگر یہ اخلاقی طور پر شمار ہوتی ہے)، تو اس شخص یا چیز کو
0,moral_disputes,ان کی اپنی آلودگی کو محدود کرنے کے لیے انفرادی ایجنٹوں کی ایک بڑی تعداد کا معاہدہ۔,کم طاقتور ممالک کا معاہدہ زیادہ طاقتور ممالک کے ساتھ تجارت کا بائیکاٹ کرنے کے لیے جب تک کہ مؤخر الذکر اپنی گرین ہاؤس گیسوں کے اخراج کو روکنے پر راضی نہ ہوں۔,زیادہ طاقتور ممالک کا معاہدہ جس کے تحت کم طاقتور ممالک کو تمام انسانیت کے فائدے کے لیے گرین ہاؤس گیسوں کے اخراج کو روکنے کی ضرورت ہے۔,تمام ممالک ماحولیاتی تبدیلیوں کو روکنے کے لیے قابل عمل پابندیوں کا نظام متعارف کروا کر موجودہ ترغیبی ڈھانچے کو تبدیل کرنے کے لیے تعاون کر رہے ہیں۔,"""باہمی جبر، باہمی اتفاق"" کی مثال کیا ہے؟"
3,moral_disputes,اوپر کا سارا,اس کا تقاضا ہے کہ ہم مجرموں کو ایسے طریقوں سے سزا دیں جو اخلاقی طور پر ناقابل قبول ہیں۔,یہ اخلاقی صحرا کا مناسب پیمانہ فراہم نہیں کرتا ہے۔,یہ ہمیں یہ بتانے میں ناکام ہے کہ مجرمانہ کارروائی کے تمام معاملات کے لیے مناسب سزا کیا ہوگی۔,"ناتھنسن کے مطابق کانٹ کے مساوات کے اصول اور ""آنکھ کے بدلے آنکھ"" کے لیے مندرجہ ذیل میں سے کون سا مسئلہ ہے؟"
1,moral_disputes,یہ ظاہر کرنے کے لیے کہ کلوننگ اخلاقی طور پر قابل قبول ہے۔,یہ ظاہر کرنے کے لیے کہ کلوننگ غیر اخلاقی ہے کانٹ کی انسانیت کی تشکیل کو استعمال کرنا,کلوننگ کے خلاف نتیجہ خیز دلائل پر اعتراض کرنا,یہ ظاہر کرنے کے لیے نتیجہ خیز دلائل استعمال کرنا کہ کلوننگ غیر اخلاقی ہے۔,"اپنے مضمون ""کیا کلوننگ لوگوں کو نقصان پہنچائے گی؟"" میں پینس کا بنیادی مقصد کیا ہے؟"
3,moral_disputes,اوپر کا سارا۔,وہ سمجھتے ہیں کہ کچھ اخلاقی دعوے کچھ سیاق و سباق میں سچے لگتے ہیں لیکن دوسروں میں نہیں۔,وہ وسیع پیمانے پر اخلاقی اختلاف کی وضاحتی حقیقت کے لیے حساس ہیں۔,وہ اختلافات کو برداشت کرنے پر یقین رکھتے ہیں۔,Timmons سے پتہ چلتا ہے کہ بہت سے لوگ اخلاقی رشتہ داری پر یقین رکھتے ہیں کیونکہ
1,moral_disputes,اوپر کا سارا,بائبل واضح طور پر تکنیکی ترقی کی تمام اقسام کی مخالفت کرتی ہے۔,ان کا استعمال کرتے ہوئے، ہم تخلیق میں اپنے کردار کو خدا کے کردار سے الجھائیں گے۔,ان کا استعمال الحاد یا agnosticism کی طرف لے جائے گا۔,سینڈل کے مطابق، یوجینکس اور جینیاتی اضافہ کو مذہبی نقطہ نظر سے غلط دیکھا جا سکتا ہے کیونکہ
