question,choices,subject,answer
7 پیسوں کے اسٹیک کی اونچائی 1 سینٹی میٹر ہے۔ نک کے پاس پیسوں کا ایک ڈھیر ہے جس کی اونچائی 4 سینٹی میٹر ہے۔ Nick's stack of pennies میں پیسوں کی تعداد معلوم کرنے کے لیے کون سی مساوات استعمال کی جا سکتی ہے؟,n =7+4|n =7–4|n = 7×4|n = 7÷4,elementary_mathematics,2
"مندرجہ ذیل میں سے کون سا 4,286 × 390 کا بہترین تخمینہ ہے؟","12,000,000|1,600,000|1,200,000|16,000",elementary_mathematics,1
لمبائی l، چوڑائی w، اور اونچائی h کے ساتھ دائیں مستطیل پرزم کا سطحی رقبہ S = 2(lw+wh + hl) فارمولہ استعمال کرتے ہوئے پایا جا سکتا ہے۔ 12 انچ کی لمبائی، 9 انچ کی چوڑائی، اور 2 انچ کی اونچائی کے ساتھ ایک پرزم کا مربع انچ، سطح کا رقبہ کیا ہے؟,300|258|150|92,elementary_mathematics,0
ایک شاپنگ مال ان لوگوں کا سروے کرنا چاہتا ہے جو مال میں خریداری کرتے ہیں۔ جو انہیں سب سے زیادہ نمائندہ نمونہ دے گا؟,جوتوں کی ایک دکان پر سروے کرنا|جوتوں کی تمام دکانوں پر سروے کرنا|مال کے داخلی دروازے پر سروے کرنا|مال سے ایک میل دور سروے کرنا,elementary_mathematics,2
پیدل سفر کرنے والوں کا ایک گروپ سالٹ فلیٹ (بلند −55 فٹ) سے ٹیلون بلف (بلند 620 فٹ) تک چڑھ گیا۔ ٹیلون بلف اور سالٹ فلیٹس کے درمیان بلندی میں کیا فرق ہے؟,565 فٹ|575 فٹ|665 فٹ|675 فٹ,elementary_mathematics,3
کلاس کی مدت کے آغاز پر، ایک کلاس میں آدھے طلباء لائبریری جاتے ہیں۔ بعد میں مدت میں، باقی طلباء میں سے آدھے کمپیوٹر لیب جاتے ہیں۔ اگر کلاس میں 8 طلباء باقی ہیں تو اصل میں کتنے طلباء کلاس میں تھے؟,12 طلباء|16 طلباء|24 طلباء|32 طلباء,elementary_mathematics,3
نمبر کا پیٹرن اسکپ کاؤنٹنگ کے اصول کی پیروی کرتا ہے۔ 5، 20، 35، 50، 65... کون سا نمبر پیٹرن اسی اصول کی پیروی کرتا ہے؟,5، 20، 25، 30، 35...|13، 18، 23، 28، 33...|12، 27، 42، 57، 72...|15، 30، 40، 55، 65...,elementary_mathematics,2
استاد کے پاس اسٹیکرز کے تین پیکج ہوتے ہیں۔ ایک پیکیج میں 56 اسٹیکرز، دوسرے پیکیج میں 48 اسٹیکرز اور تیسرے پیکیج میں 58 اسٹیکرز ہیں۔ اگر استاد تمام اسٹیکرز کو 27 طلباء میں برابر تقسیم کرتا ہے تو ہر طالب علم کو کتنے اسٹیکرز ملیں گے؟,6 اسٹیکرز|9 اسٹیکرز|54 اسٹیکرز|81 اسٹیکرز,elementary_mathematics,0
عدد کا کون سا مجموعہ کم از کم سے عظیم تر تک ترتیب میں ہے؟,−9، −6، −3، 7، 11|−3، −6، 7، 11، -9|11، −9، 7، −6، −3|7، 11، −6، −3، −9,elementary_mathematics,0
7% برابر کیا ہے؟,0.007|0.07|0.7|7,elementary_mathematics,1
کون سا تناسب 6 سے زیادہ 9 کے ساتھ ایک تناسب بنا سکتا ہے؟,8 سے زیادہ 12|9 سے زیادہ 6|2 سے زیادہ 6|24 سے زیادہ 27,elementary_mathematics,0
بیلا کی تمام تصاویر 8 تصویری کتابوں میں ہیں۔ ہر تصویری کتاب میں 25 تصاویر ہیں۔ کون سا اظہار ظاہر کرتا ہے کہ بیلا کی تصاویر کی کل تعداد کیسے تلاش کی جائے؟,25 ÷ 8|25 – 8|25 + 8|25 × 8,elementary_mathematics,3
32 x 67 کی پیداوار کیا ہے؟,"1,824|1,934|2,044|2,144",elementary_mathematics,3
حل کریں 18.5 dol over m gal = 3.60 dol over 7.5 gal. اگر ضروری ہو تو قریب ترین سوویں تک گول کریں۔,8.86|42.25|32.54|38.44,elementary_mathematics,3
117.83 ÷ 5.67 کا تخمینہ لگانے کے لیے ہم آہنگ اعداد استعمال کریں۔,تقریبا 10|تقریباً 20|تقریباً 30|تقریبا 40,elementary_mathematics,1
مارگوریٹ نے اپنے پچھلے تمام ہجے ٹیسٹوں میں 75 اور 89 کے درمیان سکور حاصل کیا۔ اس نے اپنے اگلے ٹیسٹ میں 100 کا سکور حاصل کیا۔ مندرجہ ذیل میں سے کون سا بیان درست ہے؟,موڈ بڑھے گا۔|وسعت بڑھے گی۔|اوسط کم ہو جائے گا۔|میڈین کم ہو جائے گا۔,elementary_mathematics,1
تخمینہ 153 + 44۔ رقم کن اعداد کے درمیان ہے؟,100 اور 299|300 اور 499|500 اور 699|700 اور 899,elementary_mathematics,0
کس سیٹ میں تمام اقدار عدم مساوات کو 2x - 1 <10 سچ بناتے ہیں؟,{10، 15، 20}|{5، 7، 9}|{4، 6، 8}|{2، 3، 4},elementary_mathematics,3
ایرن نے 12 پنٹس کا جوس بنایا۔ وہ ہر روز 3 کپ جوس پیتی ہے۔ ایرن کو اپنے بنائے ہوئے تمام جوس پینے میں کتنے دن لگیں گے؟,2 دن|4 دن|8 دن|9 دن,elementary_mathematics,2
جان کے پاس 4 کوکیز ہیں۔ سارہ کے پاس جان سے زیادہ 2 کوکیز ہیں۔ دارا کے پاس سارہ سے 3 گنا زیادہ کوکیز ہیں۔ دارا کے پاس کتنی کوکیز ہیں؟,9|14|18|24,elementary_mathematics,2
نمبروں کا کون سا گروپ کم سے کم سے بڑے تک ترتیب میں ہے؟,0.25 1.6 1.0|1.0 0.25 1.6|0.25 1.0 1.6|1.6 1.0 0.25,elementary_mathematics,2
نمبر −7 کا مخالف تلاش کریں۔,7|−7|0.7|−7.7,elementary_mathematics,0
مائی اپنی اسکول کے بعد کی نوکری پر فی گھنٹہ $5.50 کماتی ہے۔ $132 کمانے کے لیے اسے کتنے گھنٹے کام کرنا پڑتا ہے؟,16|20|24|28,elementary_mathematics,2
میں ایک نمبر ہوں۔ میرے پاس ایک جگہ 7 ہیں۔ میں 80 سے کم ہوں لیکن 70 سے زیادہ ہوں۔ میرا نمبر کیا ہے؟,71|73|77|79,elementary_mathematics,2
y = 8 کے لیے −7(y − 6) کا اندازہ لگائیں۔,−14|50|-13|−62,elementary_mathematics,0
شکاگو سے نیویارک شہر کا فاصلہ 794 میل ہے۔ قریب ترین سو پر 794 گول کیا ہے؟,700|794|800|894,elementary_mathematics,2
کیٹی 3 ہفتوں کے لیے چھٹیوں پر جا رہی ہے۔ وہ 5 × 3 کو ضرب دے کر ان دنوں کی تعداد تلاش کرتی ہے جن سے وہ چھوٹ جائے گی۔,3+5|3+3+3|5+5+5|5+5+5+5+5,elementary_mathematics,2
کون سا اظہار 720 کے برابر ہے؟,7x20|8x80|9x80|9x90,elementary_mathematics,2
13 سے زیادہ 14 + 7 سے زیادہ 14 تلاش کریں۔,1 اور 4 اوور 7|1 اور 3 اوور 7|1 اور 5 اوور 14|20 سے زیادہ 28,elementary_mathematics,1
8 • (−7) • (−1) کو آسان بنانے کے لیے ضرب کی ایسوسی ایٹیو پراپرٹی کا استعمال کریں۔,−63|56|48|−56,elementary_mathematics,0
ایک بیکر نے 232 مفنز بنائے۔ اس نے 190 مفنز مقامی ہوٹل میں بھیجے۔ وہ باقی مفنز کو ڈبوں میں ڈال دے گا۔ ہر باکس میں 6 مفنز ہو سکتے ہیں۔ 6 کو تلاش کرنے کے لیے کون سی مساوات استعمال کی جا سکتی ہے، بیکر کو کتنے خانوں کی ضرورت ہو گی؟,(232 - 190)/6=b|(232 + 190)x6=b|(232 - 190)x6=b|(232 + 190)/6=b,elementary_mathematics,0
"اگر 30,000 کو 10 سے تقسیم کیا جائے اور پھر 10 سے دوبارہ تقسیم کیا جائے تو نتیجہ کیا ہوگا؟","3|30|300|3,000",elementary_mathematics,2
درست جواب تلاش کریں: 145 + 281 + 62,"426|488|946|1,046",elementary_mathematics,1
ایک کار 24 میل فی گیلن پٹرول (mi/gal) حاصل کرتی ہے۔ کار کو 144 میل کا سفر کرنے کے لیے کتنے گیلن پٹرول کی ضرورت ہوگی؟,6.5 گیلن|6 گیلن|5.5 گیلن|5 گیلن,elementary_mathematics,1
ایکسپریشنز کا کون سا جوڑا صفر سے زیادہ کسی بھی متغیر قدر کے برابر ہے؟,3(x+2) اور 3x+2|4d+2e اور 8d+e|f+f+f+g اور 3fg|b+b+3c اور 2b+3c,elementary_mathematics,3
"ویسٹ ویلی کے قصبے میں 2,817 گھر ہیں۔ ہر گھر روزانہ اوسطاً 380 گیلن پانی استعمال کرتا ہے۔ ویسٹ ویلی کے گھروں میں اوسطاً روزانہ استعمال ہونے والے پانی کی کل تعداد معلوم کرنے کے لیے نیچے دیے گئے اظہار کا استعمال کریں۔ 2,817 × 380 ویسٹ ویلی میں گھر روزانہ اوسطاً کتنے گیلن پانی استعمال کرتے ہیں؟","860,460 گیلن|870,460 گیلن|1,060,460 گیلن|1,070,460 گیلن",elementary_mathematics,3
"بیس بال پارک میں بیٹھنے کے لیے تین مختلف حصے ہیں۔ ہر حصے میں بیٹھنے والے افراد کی تعداد ذیل میں بیان کی گئی ہے۔
* سرخ حصے میں 200 افراد کی نشستیں ہیں۔
* نیلے حصے میں سرخ حصے سے 20 کم لوگ بیٹھتے ہیں۔
* سبز حصے میں نیلے حصے سے 2 گنا زیادہ لوگ بیٹھتے ہیں۔
بیس بال پارک میں بیٹھنے والے لوگوں کی کل تعداد کتنی ہے؟",260|380|640|740,elementary_mathematics,3
باسکٹ بال کے ایک کھلاڑی نے اپنے پہلے کھیل میں 18 پوائنٹس بنائے۔ یہ اس کے دوسرے گیم میں اسکور کرنے سے 4 پوائنٹس کم ہے۔ اس نے اپنے دوسرے گیم میں جتنے پوائنٹس اسکور کیے تھے ان کی تعداد p معلوم کرنے کے لیے ایک مساوات لکھیں اور حل کریں۔,18 = p − 4; 14|18 = p − 4; 22|18 − 4 = p; 14|18 − p = 4; 22,elementary_mathematics,1
−6x = −36 مساوات کو حل کریں۔ اپنا جواب چیک کریں۔,1 سے زیادہ 6|6|1 اوور 216|216,elementary_mathematics,1
ڈیٹا 18، 9، 9، 10، 11، 14، 30، 19 کے سیٹ کا وسط تلاش کریں۔,9|15|30|11,elementary_mathematics,1
ریاست جارجیا کی 159 کاؤنٹیز ہیں اور 58056 مربع میل پر محیط ہے۔ فی کاؤنٹی مربع میل کی اوسط تعداد کیا ہے؟ اپنے جواب کو قریب ترین پورے نمبر پر گول کریں۔,274 مربع میل فی کاؤنٹی|159 مربع میل فی کاؤنٹی|318 مربع میل فی کاؤنٹی|365 مربع میل فی کاؤنٹی,elementary_mathematics,3
مریخ پر درجہ حرارت دن کے وقت 27 ° C اور رات میں −125 ° C تک پہنچ جاتا ہے۔ اوسط درجہ حرارت کیا ہے؟,76°C|−49°C|49°C|−76°C,elementary_mathematics,1
سوال کا جواب دینے کے لیے نیچے دی گئی مساوات کا استعمال کریں۔ 14 × 3 = 42 کون سا بیان اظہار کی صحیح ترجمانی کرتا ہے؟,14 42 سے 3 زیادہ ہے۔|42 3 سے 14 زیادہ ہے۔|14 42 سے 3 گنا زیادہ ہے۔|42 14 سے 3 گنا زیادہ ہے۔,elementary_mathematics,3
−4 + 7 • 3^2 کو آسان بنائیں۔ کیلکولیٹر، کاغذ اور پنسل، یا ذہنی ریاضی کا استعمال کریں۔,437|27|289|59,elementary_mathematics,3
ہائیکنگ کلب کے ممبران نے 2.4 گھنٹے تک پیدل سفر کیا اور ہر گھنٹے میں 2.5 میل کا فاصلہ طے کیا۔ ممبران نے کتنا اضافہ کیا۔,4.9 میل|5.8 میل|6.0 میل|6.3 میل,elementary_mathematics,2
اگر x کی قدر 0.0051 اور 0.038 کے درمیان ہے، تو درج ذیل میں سے کون x ہو سکتا ہے؟,0.0042|0.0261|0.049|0.052,elementary_mathematics,1
ایک پشوچکتسا ایک بلی کو پکڑے ہوئے ہے اور پیمانے پر قدم رکھتا ہے۔ پیمانہ 157.8 lb پڑھتا ہے۔ صرف جانوروں کے ڈاکٹر کا وزن 148.3 lb ہے۔ بلی کے وزن کا بہترین تخمینہ کون سا ہے؟,4 اور 7 پونڈ کے درمیان|8 اور 11 پونڈ کے درمیان|12 اور 15 پونڈ کے درمیان|16 اور 19 پونڈ کے درمیان,elementary_mathematics,1
محترمہ کارٹر کے کلاس روم میں 30 طلباء ہیں۔ وہ انہیں 5 مساوی گروپوں میں ترتیب دیتی ہے۔ کون سا اظہار ظاہر کرتا ہے کہ ہر گروپ میں طلباء کی تعداد کیسے تلاش کی جائے؟,30+5|30/5|30-5|30x5,elementary_mathematics,1
نمبر پیٹرن میں پہلا نمبر 28 ہے۔ پیٹرن کا اصول یہ ہے کہ پیٹرن میں اگلا نمبر حاصل کرنے کے لیے 14 کا اضافہ کریں۔ اگر پیٹرن جاری ہے، تو کون سا بیان درست ہے؟,پیٹرن میں تمام نمبروں کو 10 سے برابر تقسیم کیا جا سکتا ہے۔|پیٹرن میں تمام نمبروں کو 4 سے برابر تقسیم کیا جا سکتا ہے۔|پیٹرن میں تمام نمبروں کو 8 سے برابر تقسیم کیا جا سکتا ہے۔|پیٹرن میں تمام نمبروں کو 7 سے برابر تقسیم کیا جا سکتا ہے۔,elementary_mathematics,3
مساوات x − 10.5 = −11.6 کو حل کریں۔,−22.1|1.1|22.1|−1.1,elementary_mathematics,3
کون سا تناسب 8 سے زیادہ 18 کے ساتھ تناسب نہیں بنا سکتا؟,46 اوور 108|12 سے زیادہ 27|135 سے زیادہ 60|4 سے زیادہ 9,elementary_mathematics,0
ایک سمسٹر کے دوران، ایک طالب علم نے چھ ٹیسٹوں میں 76، 80، 83، 71، 80، اور 78 کے اسکور حاصل کیے۔ ان چھ ٹیسٹوں کے لیے طالب علم کا اوسط اسکور کیا ہے؟,76|77|78|79,elementary_mathematics,2
25 اور 55 کی GCD تلاش کریں۔,5|11|50|275,elementary_mathematics,0
30 کا 60% کیا ہے؟,1.8|18|180|1800,elementary_mathematics,1
پوائنٹ A اور پوائنٹ B ایک نمبر لائن پر رکھے گئے ہیں۔ پوائنٹ A -20 پر واقع ہے اور پوائنٹ B پوائنٹ A سے 5 کم ہے۔ پوائنٹ B کے بارے میں کون سا بیان درست ہے؟,یہ -25 پر واقع ہے اور نمبر لائن پر پوائنٹ A کے دائیں طرف ہے۔|یہ -15 پر واقع ہے اور نمبر لائن پر پوائنٹ A کے دائیں طرف ہے۔|یہ -25 پر واقع ہے اور نمبر لائن پر پوائنٹ A کے بائیں طرف ہے۔|یہ -15 پر واقع ہے اور نمبر لائن پر پوائنٹ A کے بائیں طرف ہے۔,elementary_mathematics,2
ذہنی ریاضی کا استعمال کرتے ہوئے مساوات 1.2 = 0.4y کو حل کریں۔,1.6|−3|4|3,elementary_mathematics,3
Ty کے پاس کتابوں کی ایک خاص تعداد کو پڑھنے کے لیے 12 ہفتے ہوتے ہیں۔ وہ ہر کتاب کو پڑھنے میں 2 ہفتے گزارے گا۔ وہ کون سا اظہار استعمال کر سکتا ہے کہ وہ کتنی کتابیں پڑھے گا؟,12 – 2|12 + 12|12 – 2 – 2 – 2|12 – 2 – 2 – 2 – 2 – 2 – 2,elementary_mathematics,3
ایکسپونینشل اشارے میں لکھا ہوا کون سا نمبر 343 کے برابر ہے؟,3^7|7^3|7^49|294^49,elementary_mathematics,1
کونور نے تنکے سے 9 شکلیں بنائیں۔ ہر شکل میں 5 تنکے ہوتے ہیں۔ کونور نے مزید شکلیں بنانے کے لیے مزید 15 تنکے استعمال کیے۔ تمام شکلیں بنانے کے لیے استعمال ہونے والے تنکے کی کل تعداد کونور ہے؟,20|29|45|60,elementary_mathematics,3
−8 • (−4) کی پیداوار تلاش کریں۔,−4|4|32|−32,elementary_mathematics,2
کون سا تناسب 3 سے زیادہ 8 کے ساتھ ایک تناسب بنا سکتا ہے؟,18 سے زیادہ 40|18 سے زیادہ 56|24 اوور 64|15 سے زیادہ 48,elementary_mathematics,2
مرانڈا نے متناسب تصویر کو بڑا کیا۔ اس کی اصل تصویر 4 سینٹی میٹر چوڑی اور 6 سینٹی میٹر لمبی ہے۔ اگر نئی، بڑی تصویر 10 سینٹی میٹر چوڑی ہے، تو اس کی لمبائی کیا ہے؟,8 سینٹی میٹر|12 سینٹی میٹر|15 سینٹی میٹر|20 سینٹی میٹر,elementary_mathematics,2
کون سا عدد 7 کا ضرب ہے؟,27|48|56|74,elementary_mathematics,2
ایک گیس اسٹیشن نے ایک دن میں 300.5849 گیلن گیس فروخت کی۔ گیس سٹیشن نے کتنے گیلن گیس فروخت کی، قریب ترین سوویں پر گول کیا گیا؟,300|300.58|300.585|300.59,elementary_mathematics,1
پیٹر فی ہفتہ 38 گھنٹے کام کرتا ہے اور فی گھنٹہ $7.25 کماتا ہے۔ اس کا آجر اسے ایک اضافہ دیتا ہے جس سے اس کی ہفتہ وار مجموعی تنخواہ $307.80 تک بڑھ جاتی ہے۔ پیٹر کی ہفتہ وار مجموعی تنخواہ میں کیا اضافہ ہوا ہے؟,$32.30|$34.70|$42.46|$275.50,elementary_mathematics,0
کون سا نمبر مساوات 35 / بناتا ہے؟ = 7 سچ؟,5|6|7|8,elementary_mathematics,0
ماریا ہر روز دوپہر کے کھانے پر $9 خرچ کرتی ہے وہ کام پر ہوتی ہے۔ یہ جاننے کے لیے کہ وہ 5 دن کے کام کے ہفتے کے دوران دوپہر کے کھانے پر کتنی رقم خرچ کرتی ہے، وہ 5 × 9 کو ضرب دیتی ہے۔ ماریہ 5 دن کے کام کے ہفتے کے دوران دوپہر کے کھانے پر کتنی رقم خرچ کرتی ہے؟,$40|$45|$50|$59,elementary_mathematics,1
−17.02 = −2.3y مساوات کو حل کریں۔ اپنا جواب چیک کریں۔,7.4|−7.4|-19.32|14.72,elementary_mathematics,0
پنسل کے وزن کو ظاہر کرنے کے لیے مندرجہ ذیل میں سے سب سے موزوں اکائی کون سی ہے؟,پاؤنڈ|اونس|کوارٹس|پنٹس,elementary_mathematics,1
لیزا ایک چھوٹے سے کاروبار کی مالک ہے۔ پیر کو $14 کا نقصان ہوا اور منگل کو $18 کا منافع ہوا۔ بدھ کو $6 کا نقصان ہوا اور جمعرات کو $7 کا منافع ہوا۔ کل نفع یا نقصان تلاش کریں۔,$15 منافع|$45 کا نقصان|$5 منافع|$10 منافع,elementary_mathematics,2
کچھ نانبائی ایپل پائی بناتے ہیں۔ ان کے پاس سیب کے 15 ڈبے ہیں۔ ہر ڈبے میں 18 سیب ہوتے ہیں۔ وہ ہر پائی کے لیے 7 سیب استعمال کرتے ہیں۔ سیب کے پیاز کی کل تعداد کتنی ہے جو نانبائی بنا سکتے ہیں؟,33|38|39|40,elementary_mathematics,1
کیری نے اپنے ہوم ورک پر 3 گھنٹے گزارے۔ اس نے تمام مضامین پر یکساں وقت صرف کیا۔ اگر کیری نے سائنس پر 1 سے زیادہ 2 گھنٹے گزارے، تو اس نے کتنے مضامین پڑھے؟,4 مضامین|2 مضامین|6 مضامین|5 مضامین,elementary_mathematics,2
ایک بیس بال ٹیم نے 215 نوجوانوں کے ٹکٹ $3 ea میں بیچے۔,(215 × 3) – (467 × 7)|(215 × 7) – (467 × 3)|(467 × 3) – (215 × 7)|(467 × 7) – (215 × 3),elementary_mathematics,3
ملک کے پاس 240 سی ڈیز ہیں۔ اس نے انہیں 12 مساوی گروہوں میں تقسیم کیا۔ کون سا اظہار ظاہر کرتا ہے کہ ہر گروپ میں سی ڈیز کی تعداد کیسے تلاش کی جائے؟,240 ÷ 12|240 – 12|240 + 12|240 × 12,elementary_mathematics,0
اگر شہر بھر میں ہونے والے مقابلے میں کل 762 طلباء کو 6 برابر سائز کی ٹیموں میں تقسیم کیا جائے تو ہر ٹیم میں کتنے طلباء ہیں؟,110|120|127|137,elementary_mathematics,2
اظہار کی قدر تلاش کریں −16 + 13 + (−33)۔,4|62|36|−36,elementary_mathematics,3
دوستوں کا ایک گروپ دوپہر کے کھانے کے لیے باہر جاتا ہے۔ d لوگ سلاد خریدتے ہیں اور p لوگ سوپ خریدتے ہیں۔ ہر سلاد کی قیمت $3.99 ہے اور ہر سوپ کی قیمت $2.99 ​​ہے۔ سوپ اور سلاد کے کل اخراجات کے لیے ایک اظہار لکھیں۔,3.99p + 2.99d|2.99p + 3.99d|(2.99 + 3.99)(p + d)|(3.99p + 2.99)d,elementary_mathematics,1
کاغذ کے تولیوں کے ایک پیکج میں کاغذ کے تولیوں کے 12 رول ہوتے ہیں۔ مسٹر کیلی 4 کمروں میں کاغذ کے تولیوں کے برابر تعداد میں رول ڈالنا چاہتے ہیں۔ وہ کاغذ کے تولیوں کے رولز کی تعداد تلاش کرنے کے لیے نیچے دیے گئے نمبر کا جملہ استعمال کرتا ہے، t، اسے ہر کمرے میں ڈالنا چاہیے۔ 12 ÷ t = 4 کون سا نمبر کا جملہ ایک اور طریقہ دکھاتا ہے کہ مسٹر کیلی کاغذ کے تولیوں کے رولز کی تعداد تلاش کر سکتے ہیں، t، انہیں ہر کمرے میں رکھنا چاہئے؟,4 ÷ 12 = ٹی|4 – t = 12|4 + 12 = t|4 × t = 12,elementary_mathematics,3
مساوات −47 = g + 24 کو حل کریں۔,−71|-23|23|71,elementary_mathematics,1
وہ نمبر تلاش کریں جو بیان کو درست بناتا ہے: 48 میٹر = باکس ملی میٹر۔,"48,000|480|4,800|5",elementary_mathematics,0
"ایک بس اسٹیشن پر، بسیں صبح 6:00 بجے اپنے روٹس شروع کرتی ہیں، دو بسوں کا شیڈول ذیل میں درج وقت کے وقفوں پر مبنی ہوتا ہے۔
* بس A کا راستہ لمبا ہے اور ہر 75 منٹ بعد اسٹیشن سے نکلتی ہے۔
* بس کا راستہ مختصر ہے اور ہر 15 منٹ بعد اسٹیشن سے نکلتی ہے۔
اگلی بار کیا ہے بس A اور BusB ایک ہی وقت میں بس اسٹیشن سے نکلیں گی؟",صبح 7:00 بجے|صبح 7:15 بجے|صبح 7:30 بجے|صبح 8:30 بجے,elementary_mathematics,1
ایک گروسری اسٹور 5 لیموں کا ایک تھیلا $2.00 میں فروخت کرتا ہے۔ تھیلے میں ہر لیموں کی یونٹ قیمت کتنی ہے؟,$2.50|$0.60|$0.40|$0.10,elementary_mathematics,2
48 کا پرائم فیکٹرائزیشن لکھیں۔ جہاں ممکن ہو ایکسپوننٹ استعمال کریں۔,4 • 8|6 • 8|2^3 • 3^2|2^4 • 3,elementary_mathematics,3
فی ین کا کتا روزانہ 8 اونس کتے کا کھانا کھاتا ہے۔ فی ین نے کتوں کے کھانے کا 28 پاؤنڈ کا بیگ خریدا۔ کتوں کے کھانے کے 28 پاؤنڈ بیگ میں کتنے 8 آونس سرونگ ہوتے ہیں؟,14|56|224|448,elementary_mathematics,1
16.1 ÷ 0.14 کا حصہ تلاش کریں۔,1.15|0.0115|11.5|115,elementary_mathematics,3
اسکول کے پچھلے تین مہینوں میں بارش 8.1 انچ، 4.2 انچ، اور 0.33 انچ تھی۔ قریب ترین پوری تعداد کو راؤنڈ کرکے تین مہینوں کی کل بارش کا تخمینہ لگائیں۔,11.9 انچ|11 انچ|45.0 انچ|12 انچ,elementary_mathematics,3
کون سا تناسب 4 : 32 کے برابر ہے؟,2 : 96; 2 : 16|12 : 96; 2 : 16|12 : 96; 12 : 16|2 : 96; 12 : 16,elementary_mathematics,1
سمانتھا کے پاس 342 بیس بال کارڈز ہیں۔ پیری کے پاس 184 بیس بال کارڈز ہیں۔ سمانتھا کے پاس پیری سے زیادہ کتنے بیس بال کارڈز ہیں؟,158|168|258|268,elementary_mathematics,0
"تقسیم کرنا۔ 7,285 ÷ 4","1,801|1,801 R1|1,821|1,821 R1",elementary_mathematics,3
ایک ڈائم کا رداس تقریباً 0.85 سینٹی میٹر ہوتا ہے۔ کون سی پیمائش ایک ڈائم کے فریم کے قریب ہے؟,1.33 سینٹی میٹر|1.70 سینٹی میٹر|2.67 سینٹی میٹر|5.34 سینٹی میٹر,elementary_mathematics,3
ایک ٹورنامنٹ میں 393 کھلاڑی ہوتے ہیں اور ہر ٹیم میں 3 کھلاڑی ہوتے ہیں۔ کون سا اظہار دکھاتا ہے کہ ٹورنامنٹ میں ٹیموں کی تعداد کیسے تلاش کی جائے؟,393 + 3|393 - 3|393 × 3|393 ÷ 3,elementary_mathematics,3
مساوات 14 = w + 23 حل کریں۔,−37|−9|9|37,elementary_mathematics,1
مسٹر تھامسن کے کلاس روم میں 7 میزیں لگاتار ترتیب دی گئی ہیں۔ ہیکٹر کم کے دائیں طرف 2 نشستوں پر بیٹھا ہے۔ ٹونیا ہیکٹر کے دائیں طرف 3 سیٹوں پر بیٹھی ہے۔ کم ٹونیا کے بائیں طرف کتنی نشستوں پر بیٹھتا ہے؟,2|3|5|12,elementary_mathematics,2
ایک اسٹور میں قمیضوں کے 3 بکس ہوتے ہیں۔ ہر باکس میں 4 پیکجز ہیں جن میں ہر پیکج میں 7 شرٹس ہیں۔ اظہار 3 × (4 × 7) قمیضوں کی کل تعداد معلوم کرنے کے لیے استعمال کیا جا سکتا ہے۔ قمیضوں کی کل تعداد معلوم کرنے کے لیے کون سا اظہار بھی استعمال کیا جا سکتا ہے؟,12 × 3|12 × 7|28 × 4|28 × 7,elementary_mathematics,1
ایبی روزانہ گھر اور کام کے درمیان 18 میل کا چکر لگاتی ہے۔ اگر اس کے یومیہ راؤنڈ ٹرپ کو قریب ترین 5 میل تک گول کیا جائے، تو مندرجہ ذیل میں سے کون سا 5 دنوں میں چلنے والے میلوں کی کل تعداد کا بہترین تخمینہ ہے؟,75 میل|100 میل|125 میل|180 میل,elementary_mathematics,1
"قریب ترین 10,000 کے قریب، لوزیانا کی آبادی 2010 میں 4,530,000 تھی۔ 2010 میں لوزیانا کی اصل آبادی کون سی ہو سکتی ہے؟","4,500,321|4,524,491|4,533,372|4,535,343",elementary_mathematics,2
مارکس نے اپنی کار دھونے کے لیے $3.25 خرچ کیے۔ اگر ایک چوتھائی 60 سیکنڈ تک کار واش چلاتا ہے، تو اسے اپنی کار دھونے میں کتنا وقت لگا؟,10 منٹ|13 منٹ|16 منٹ|32.5 منٹ,elementary_mathematics,1
آسان ترین شکل میں 27 سے زیادہ 36 لکھیں۔,3 سے زیادہ 4|2 سے زیادہ 3|3 سے زیادہ 5|1 سے زیادہ 5,elementary_mathematics,0
تخمینہ 999 - 103۔ فرق کن نمبروں کے درمیان ہے؟,"1,300 اور 1,500|1,000 اور 1,200|700 اور 900|400 اور 600",elementary_mathematics,2
کون سا اظہار ایک اہم عنصر کو ظاہر کرتا ہے؟,2 • 9 • 11|2.5 • 7 • 3|1 • 11 • 13|2 • 2 • 2 • 3 • 11,elementary_mathematics,3
محترمہ لنگ ٹھیک 4 سال سے اپنے گھر میں رہ رہی ہیں۔ وہ جانتی ہے کہ ہر سال میں 12 مہینے ہوتے ہیں۔ اس نے مہینوں کی کل تعداد معلوم کی، m، وہ ذیل کے نمبر کا جملہ استعمال کرکے اپنے گھر میں رہ رہی ہے۔ 4 × 12 = m کون سا عدد جملہ مہینوں کی کل تعداد معلوم کرنے کا ایک اور طریقہ دکھاتا ہے، m، محترمہ لنگ اپنے گھر میں رہ رہی ہیں؟,12 ÷ m = 4|m × 4 = 12|12 – m = 4|m ÷ 4 = 12,elementary_mathematics,3
مساوات x + 71 = −22 کو حل کریں۔,−93|−49|49|93,elementary_mathematics,0
کون سا الجبری ایکسپریشن x سے 22 کم مقدار کی چار گنا نمائندگی کرتا ہے؟,4(x – 22)|(4 • 22) – ایکس|4(22 – x)|(x • 4) – 22,elementary_mathematics,0
"شامل کریں۔ 46,911 + 653,092","699,903|700,003|913,203|1,122,202",elementary_mathematics,1
